head_news,golden_true,prediction
Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,positive,positive
$NIU (+10.9% pre) NIU Technologies Announces Q3 2019 Financial Results: NIU is Entering New Era of Stable Profitabi… ,positive,positive
$ITCI - Intra-Cellular Therapies: This Small Cap Biotech Will Not Be Small For Long.  #economy #investing #markets,positive,positive
"OPEC, Russia and other oil producing nations have agreed to deeper production cuts in an attempt to support crude p… ",positive,positive
"Bull sees 2020 upsides for MU, WDC",positive,positive
"Dec. gold climbs $2.40, or 0.2%, to settle at $1,474.30/oz",positive,positive
Consumer Credit Growth Rebounds In October #economy #MarketScreener  ,positive,positive
S&P rises 5%  ,positive,positive
$LIVX - LiveXLive +23% on Samsung tie-up ,positive,positive
Mizuho raises Intel on aggressive price cuts,positive,positive
"LISTEN NOW: A blockbuster November jobs report was released this morning, with job numbers beating estimates and un… ",positive,positive
L’Oreal Expects to Outperform Rivals Amid Temporary Virus Hit,positive,positive
$EBAY - Guggenheim sees favorable catalysts for eBay ,positive,positive
Indian sugar exports poised to hit record 5 million tonnes this year,positive,positive
Hedge Funds Have Never Been This Bullish On Adesto Technologies Corporation (IOTS),positive,positive
Stock Market Update: Edgewell Personal Care spikes after earnings,positive,positive
China suspends planned tariffs scheduled for December 15 on some U.S. goods,positive,positive
"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough  ",positive,positive
Quanterix maintained as outperform with $35 price target at Leerink,positive,positive
Nuvasive upgraded to outperform vs market perform at Leerink,positive,positive
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",positive,positive
Crude heads for weekly advance as coronavirus worries recede ,positive,positive
$ROKU - Roku jumps as optimism builds for earnings ,positive,positive
Stock Market Update: Futures extend last week's record run,positive,positive
"ETF assets to surge tenfold in 10 years to $50 trillion, Bank of America predicts",positive,positive
"Philippine Stocks May Pick Up Into Year-End on Profits, GDP",positive,positive
Unisys's stock soars after $1.2 billion sale of U.S. Federal business,positive,positive
$YAYO Updated chart for u guys. Bullish MACD crossover on hourly chart. CMF is also rising. Short-term trend is now UP. Pivots on chart.,positive,positive
Update: Insurance Australia Group (ASX:IAG) Stock Gained 41% In The Last Three Years,positive,positive
$RTTR buying this dip,positive,positive
Why MTY Food Group Inc.'s (TSE:MTY) High P/E Ratio Isn't Necessarily A Bad Thing,positive,positive
$ENLC - EnLink Midstream rallies on back of Devon Energy's STACK partnership ,positive,positive
Kazia Announces Positive Interim Efficacy Data From GDC-0084 Phase Ii Studyin Glioblastoma Released at SNO Conferen… ,positive,positive
Brent crude climbs after OPEC and its allies confirmed the new production pact ,positive,positive
JMP Securities upgrades snap to outperform with $20 pt,positive,positive
$BAM - 3 Reasons Brookfield Is A Must-Own Dividend-Growth Stock. Get more info on Seeking Alpha:… ,positive,positive
Gold firms ahead of tariff deadline and central bank decisions  ,positive,positive
Ameritrade shares ascend toward multimonth high and Schwab dips on deal news,positive,positive
"$PACD easy to see, easy to trade !!!! Dont forget $CETX looks primed for a run to $1",positive,positive
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,positive,positive
$NTLA $EDIT $CRSP - Intellia up 5% on new data from CRSPR/Cas9 programs ,positive,positive
Market's Reaction To Trade News Is Encouraging. Read more:  #investing #business #finance,positive,positive
$TALKX: Market Briefing: Broad-based relief rally ,positive,positive
arGen-X stock price target raised to $255 vs. $203 at Instinet,positive,positive
Catalyst Biosciences up 13% premarket on positive FIX data,positive,positive
$CAT - Caterpillar's Expected Dividend Hike And Buybacks Will Push The Stock Higher.  #markets #business #economy,positive,positive
"Hedge Funds Are Crazy About PC Connection, Inc. (CNXN)",positive,positive
Estee Lauder stock price target raised to $238 from $202 at Raymond James,positive,positive
"$CIFS could squeeze over 1 , im long and will add + on the break of the pivot level.",positive,positive
Toronto Home Prices Post Fastest Annual Gain in Over Two Years,positive,positive
U.S. Stocks Rise as China Calls for Better Communication on Trade #SP500 #index #MarketScreener… ,positive,positive
Hedge Funds Are Crazy About Cincinnati Bell Inc. (CBB),positive,positive
U.S. Services Gauge Climbs to Five-Month High on Gain in Orders,positive,positive
"CIGNA EPS beats by $0.11, beats on revenue",positive,positive
Xilinx stock price target raised to $97 vs. $94 at SunTrust Robinson Humphrey,positive,positive
$KIM: Compass Point ups to Neutral,positive,positive
"Tesla shares rise as Musk says Cybertruck orders hit 200,000",positive,positive
"Ross Stores Up Nearly 14%, on Pace for Largest Percent Increase Since November 2000 -- Data Talk #RossStores #Stock… ",positive,positive
"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  ",positive,positive
DaVita HealthCare (DVA) Tops Q4 Earnings Estimates,positive,positive
Jobs Report Should Bolster Fed Confidence: Riccadonna (Radio),positive,positive
"Steris EPS beats by $0.03, beats on revenue",positive,positive
$STXS: Lake Street starts at Buy,positive,positive
EUR/USD Daily Forecast – Euro Bounces From Support Area,positive,positive
JPMorgan's Jamie Dimon said he expects to see a phase-one trade deal between the U.S. and China ,positive,positive
Nokia posts surprise fourth-quarter profit rise on cost cuts,positive,positive
Unisys stock price target raised to $21 from $18 at Sidoti & Co.,positive,positive
$EE (+0.0% pre) El Paso Electric and IIF Move Towards Final Steps in Acquisition Process - CTFN,positive,positive
STOCKS AT THE OPEN:- Dow up 0.21% - Nasdaq up 0.48% - S&P up 0.26% ,positive,positive
Karuna Therapeutics 'cautiously optimistic' about schizophrenia drug results in next trial: CEO ,positive,positive
"$WTS - Watts Water Technologies EPS beats by $0.02, beats on revenue ",positive,positive
"Market recovery attempt strengthens, S&P 500 knifes toward next test ",positive,positive
$NOW gaps up through resistance around 276.50 after reclaiming its 200-day. Currently working on a 1st stage base (… ,positive,"Raw Response: News: $NOW gaps up through resistance around 276.50 after reclaiming its 200-day. Currently working on a 1st stage base (… 
Outputs: positive"
Nokia Results Beat Provides Some Relief to Tested Investors,positive,positive
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,positive,positive
$PHUN - Phunware gains on coronavirus mobile solution ,positive,positive
"Nasdaq up 14 points, or 0.2%",positive,positive
Avnet stock price target raised to $37 vs. $35 at SunTrust Robinson Humphrey,positive,positive
Output in fourth quarter up 2.5%,positive,positive
"For the week, the S&P rose 0.7%, the Dow is up 0.4%, and the Nasdaq gained 0.9%",positive,positive
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,positive,positive
News Corporation (NWS): Hedge Funds Are Snapping Up,positive,positive
Hedge Funds Have Never Been This Bullish On Chiasma Inc (CHMA),positive,positive
U.S. housing market regaining steam; manufacturing stabilizing,positive,positive
Qiwi +4.1% after Q3 beat-and-raise,positive,positive
Motorola Solutions stock fair value estimate raised to $192 from $167 at MKM Partners,positive,positive
$RNWK - RealNetworks CEO Rob Glaser to invest into the Company; shares +12% ,positive,positive
This chart shows why BlackRock is upbeat on U.S. credit despite the pandemic ,positive,positive
$PACD taking some. Risky but chart looks perfect for a bounce. I like this as a sympathy play off today's BORR move… ,positive,positive
$SAGE - Sage Therapeutics to advance Huntington's candidate SAGE-718; shares up 2% ,positive,positive
Here's Why Collegium Pharmaceutical Rose as Much as 20.7% Today,positive,positive
$FSUMF - FMG Offers Compelling Valuation And Dividend Yield (8%-10%).  #stockmarket #stocks #business,positive,positive
"Qatar, the world’s biggest supplier of liquefied natural gas, plans to boost output capacity by almost two thirds ",positive,positive
U.K. House Prices Rise 0.4% With Signs of Strengthening Economy,positive,positive
Chipotle Earnings Highlight Strong Business Momentum,positive,positive
"JetBlue, Alaska Air Shares Rise #JetBlueAirways #Stock #MarketScreener  ",positive,positive
"Consumer credit $18.9BN, Exp. $16BN, Last $9.6BN",positive,positive
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener  ,positive,positive
"Dubai Economy Grew 2.1% in First Half of 2019, Says Media Office",positive,positive
"Ram is making moves in the truck wars, with U.S. sales roughly tripling in the last 10 years. Watch the full video… ",positive,positive
$ZYME: H.C. Wainwright starts at Buy,positive,positive
Intelsat +10%; Height expects C-band payout to rise,positive,positive
Qiagen shares surge as diagnostics group says open to takeover talks,positive,positive
"Wetherspoon plans new pubs around Britain, creating 10,000 jobs  ",positive,positive
"MDCO, TIF among premarket gainers",positive,positive
"Highlight: Cruise stocks are rallying. ""The industry has done a total 180 in the last few months,"" @cfraresearch's… ",positive,positive
$AAPL - Apple forecasts 100M+ 5G iPhone sales - report ,positive,positive
$SPG - Bear Market Bounce - J.C. Parets Returns To Alpha Trader.  #stocks #finance #trading,positive,positive
Goldman sees the economy surprising in 2020 and these stocks benefiting most from the rebound,positive,positive
"$CHGG - Chegg EPS beats by $0.06, beats on revenue ",positive,positive
Former ConsenSys executive says Bitcoin will increase ‘stability for the average person’,positive,positive
$NSPR - InspireMD chief to step down; shares up 3% ,positive,positive
$ZNGA - Why We Should Buy More Zynga Shares.  #economy #trading #investing,positive,positive
PMI Survey Comments Signal Calmer Waters Before Possible Coronavirus Storm.  #markets #economy #stocks,positive,negative
Proto Labs EPS and revenue in-line,positive,positive
"From the new quarterly forecast: The estimate of long-term unemployment continues to inch lower, now being cut to 4… ",positive,positive
Twitter's First Billion-Dollar Quarter,positive,positive
"Aethlon Medical EPS beats by $0.75, beats on revenue",positive,positive
Evoke Pharma up 32%,positive,positive
Silver Price Forecast – Silver Markets Continue Forming Support,positive,positive
Sunny days lift restaurant sales in January,positive,positive
Jefferies +2.5% after KBW expects stock buyback,positive,positive
"Bitcoin's back above $7,000 after its biggest one-day gain in two weeks ",positive,positive
Gold Price Forecast – Gold Markets Recover After Initial Selloff,positive,positive
"New for subscribers:  Strategist Jeff Saut says the stock market bottom in, predicts new S&P 500 record before year… ",positive,positive
"Dow futures gain 57 points, or 0.2%; S&P 500 rises 4 points, or 0.1%",positive,positive
$KHC - Kraft +3% after sales update ,positive,positive
We got 3 pieces of good news about the U.S. economy on Wednesday: Morning Brief,positive,positive
Why Fiverr Stock Rose 11% in January,positive,positive
"Transurban : 1st Half Profit Up 46%, Increased Traffic Drives Toll Revenue Rise #Transurban #Stock #MarketScreener… ",positive,positive
$AKER - Akers Biosciences up 62% on advancement of COVID-19 vaccine ,positive,positive
"Hasbro upgraded to buy from neutral at UBS, price target $117",positive,positive
$ECONX: November Nonfarm Private Payrolls 254K vs 175K  consensus ,positive,positive
"S&P 500, Nasdaq reach record closing highs; Chinese workers return",positive,positive
U.S. offers China tariff rate cut; announcement 'imminent',positive,positive
"SocGen CEO: Confident We Can Improve Net income, Profitability in 2020",positive,positive
U.S. housing starts climb 3.8% in October,positive,positive
"Total beats quarterly forecasts despite low oil price, lifts payout",positive,positive
Gold bars in short supply due to coronavirus disruption ,positive,negative
"$SLV highs, 50,000 Jan $21/$30 call spreads bought",positive,positive
The Consumer Economy Continues to Shrug Off Industry's Woes,positive,positive
"$ACST if it breaks 78c, it can easily run to $1 definitely on watch.",positive,positive
SourceDay Announces Record Growth as One of Austin’s Fastest-Growing Companies,positive,positive
L3Harris started at buy with $280 stock price target at Benchmark,positive,positive
NVIDIA : GPU-Powered Semi Simulation Snags Coveted Research Award #NVIDIA #Stock #MarketScreener… ,positive,positive
Sierra Oncology +10% premarket on launching late-stage Momentum trial,positive,positive
Large cap Tech call flows hot early $MSFT $AAPL $NVDA $FB,positive,positive
Gold Soars To 8-Year Highs As Stocks Melt-Up On Massive Short-Squeeze  ,positive,positive
"So far, the train is coming in right on schedule; Dow up 25% off the lows. $BA consolidating its run up.",positive,positive
$REKR Breaking out to the upside.,positive,positive
"Boeing 737 Max Net Orders Rise to -73 YTD in Nov. From -93 Oct. Yes, negative",positive,negative
Yum Brands Q4 revenue $1.69 bln vs. $1.56 bln; FactSet consensus $1.81 bln,positive,negative
"Stock Market Update: Stocks set for higher open following trade update, M&A deals",positive,positive
$DIS (+0.6% pre) “Frozen 2” Walt Disney Animation Studios’ Highest Grossing Debut Ever ,positive,positive
Judge will not force Uber to convert drivers to employees,positive,positive
$PECK - Peck: Growth Is Accelerating For This Profitable Green Energy Nano-Cap Company.  #trading #markets #finance,positive,positive
$GBT: Cantor Fitzgerald resumes at Overweight,positive,positive
Why This Acquisition Could Be Huge for Collegium Pharma,positive,positive
Starbucks +2% after JPMorgan lift,positive,positive
Get Excited About U.S. Economy And Stocks – Senate To Regain Tariff Powers,positive,positive
"Kellogg Q4 Asia Pacific, Middle East and Africa sales up 8%",positive,positive
Why Hecla Mining Is a Buy,positive,positive
Humana stock price target raised to $363 from $319 at Deutsche Bank,positive,positive
Gold gains more than $80 an ounce in largest daily dollar climb on record ,positive,positive
"India Business Will Show Market-Beating Growth In Next Few Quarters, Says Cipla CEO",positive,positive
Here Is The Main Reason For Today's Blockbuster Jobs Report ,positive,positive
$OIBR.C - Oi S.A. Is Transforming Into A Leading Telecom Infrastructure Wholesaler For 5G In Brazil. Sign up for up… ,positive,positive
$INPX is gaining momentum......,positive,positive
National Oilwell Varco +10% after Q4 results,positive,positive
"$JD - New  bull praises acceleration, margin profile ",positive,positive
5 Reasons To Love Wendy's On Its 50th Birthday,positive,positive
UnitedHealth stock price target raised to $338 from $303 at CFRA,positive,positive
"Hedge Funds Have Never Been This Bullish On Satsuma Pharmaceuticals, Inc. (STSA)",positive,positive
Spirit MTA REIT (NYSE:SMTA) Shares Have Generated A Total Return Of 34% In The Last Year,positive,positive
STOCKS PREMARKET: - Dow up 86.38 points - Nasdaq up 27.50 - S&P up 7.25 Here's what's moving markets:  ,positive,positive
Ionis Pharmaceuticals (NASDAQ:IONS) Has A Rock Solid Balance Sheet,positive,positive
Hedge Funds Are Betting On Aduro BioTech Inc (ADRO),positive,positive
Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener… ,positive,positive
"$AEMD - Aethlon Medical EPS beats by $0.75, beats on revenue ",positive,positive
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase ",positive,positive
"Syanptics raised on forecast, margin strength",positive,positive
FDA Approves First Drug for Peanut Allergy,positive,positive
Brazilian food delivery app iFood looks to grow in retail in 2020,positive,positive
Jobless claims hit multi-year low,positive,positive
$MDXG - MiMedx settles VA pricing investigation; shares up 6% ,positive,positive
Goldman: Go Long On Fracking,positive,positive
S&P 500 Coasts Into Thanksgiving Week. Follow this and any other stock on Seeking Alpha!  #finance #markets #trading,positive,positive
"$RPD - Rapid7 EPS beats by $0.04, beats on revenue ",positive,positive
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,positive,positive
"$XPO - XPO Logistics tops Q4 earnings view, hires Wyshner as new CFO ",positive,positive
"Economist Slok sees no U.S. recession, ""benign"" markets in 2020  ",positive,positive
$NYMT out 1.82 from $1.60 @here,positive,negative
Semis Vs. Energy - A New High.  #stocks #finance #trading,positive,positive
"Mednax upgraded to buy from hold at Stifel, price target raised to $33 from $25",positive,positive
Investors Who Bought Lendlease Group (ASX:LLC) Shares A Year Ago Are Now Up 53%,positive,positive
"$STE - Steris EPS beats by $0.03, beats on revenue ",positive,positive
"The S&P is up 0.9% and energy is the best performing sector; XLE is up 1.8%, double the S&P.",positive,positive
Why Profits From Amazon's Cloud Business Could Be About to Soar,positive,positive
"BrightView Holdings EPS beats by $0.08, beats on revenue",positive,positive
STOCKS AT THE OPEN:- Dow up 3.90% - Nasdaq up 2.68% - S&P up 2.76% ,positive,positive
WRAPUP 1-U.S. housing starts rise; permits highest in over 12 years,positive,positive
UMich Consumer Confidence Surges In Early December Read ,positive,positive
Gold steadies as virus concerns stall stock markets - Nasdaq,positive,negative
"If You Had Bought AXA (EPA:CS) Stock Five Years Ago, You Could Pocket A 33% Gain Today",positive,positive
"U.S. Jobs Top Estimates With 225,000 Gain, Wages Accelerate",positive,positive
$AZO - AutoZone: Becoming More Constructive On Valuation.  #trading #stocks #economy,positive,positive
HPE +2% as Deutsche sees growth story,positive,positive
"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",positive,positive
"$XAUUSD:CUR $GLD $IAU - Gold closing in on $1,700 ",positive,positive
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,positive,positive
Building permits rise 5% in October to 1.461 million rate,positive,positive
"$MNK - Mallinckrodt inks debt exchange deal, but pays the price; shares up 20% ",positive,positive
Allergan Reports Fourth-Quarter 2019 Results That Plow Past Expectations,positive,positive
U.S. Marriages Rising as Same-Sex Couples Now Counted in Report,positive,positive
Hanesbrands Q4 EPS 51 cents vs. 41 cents a year ago; FactSet consensus 51 cents,positive,positive
"$PDSB another good bottom chart. CMF shows money flowing into the stock at a fast pace. Plus, all key momentum indi… ",positive,positive
"Consensus is Being Reached Over Eskom Debt, Cosatu Says",positive,positive
Argentine bonds surge after investors call Buenos Aires' bluff  ,positive,positive
Ciena stock price target raised to $47 vs. $43 at Instinet,positive,positive
Prothena up 8% on Evercore upgrade,positive,positive
Argo Group gains 2.2% after moving to refresh board,positive,positive
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,positive,positive
"Hedge Funds Are Crazy About Heidrick & Struggles International, Inc. (HSII)",positive,positive
"PGIM Likes Barbell Trade in Credit, Buying AAAs & CCCs (Radio)",positive,positive
Stock Market Update: Boeing turns positive,positive,positive
Madison Square Garden Q2 EPS $3.93 vs. $3.42,positive,positive
The Consumer Economy Continues to Shrug Off Industry’s Woes,positive,positive
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,positive,positive
$PACD if it breaks 41c the move could be explosive. Under accumulation here.,positive,positive
$BLRX - BioLineRx up big ahead of key data readout ,positive,positive
Amazon says it signed up new Prime service members in record numbers in the U.K. this week when it aired Premier Le… ,positive,positive
$CODX - Co-Diagnostics up 36% on coronavirus test sales ,positive,positive
Volkswagen +2% after strong deliveries report,positive,positive
$WYNN strong clearing 21 MA and trying to get back over 200 MA,positive,positive
CoreLogic Reports February Home Prices Increased by 4.1% Year Over Year  ,positive,positive
Hedge Funds Have Never Been This Bullish On First Financial Bankshares Inc (FFIN),positive,positive
$PDSB nice to see some buyers here,positive,positive
"Dow up 26 points, or 0.1%; S&P 500 adds 1 point",positive,positive
Okta +1.9% as new bull sees entry point,positive,positive
Hedge Funds Have Never Been More Bullish On RadNet Inc. (RDNT),positive,positive
Unilever sees Lipton as still attractive,positive,positive
McDonald's could sell over 250 million Beyond Meat burgers in U.S. annually: UBS  ,positive,positive
$ENDV - Endonovo up 35% on SofPulse collaboration ,positive,positive
$MAR - Marriott seen running up 20% gain ,positive,positive
S&P 500 briefly turns positive,positive,positive
"China to buy additional $32 billion in U.S. farm goods over two years, sign deal in January: USTR",positive,positive
Long-Term: Lean Hog Prices Set To Rebound.  #markets #finance #investing,positive,positive
Yeah $DIS  12/20 $150C @1.16 entry got 5. Reason is look at the inside day hammer today. Looking like we’re gonna break upwards.,positive,positive
Kodak Is Having a Comeback Moment as Oscars Embrace Film,positive,positive
$SCANX: Small cap notable movers of interest -- The Buckle (BKE) gains following third quarter press ,positive,positive
How Target has morphed into a model for avoiding the retail apocalypse ,positive,positive
New York Times Shares Rise as Publisher Moves Past ‘Trump Bump’,positive,positive
$GOOS: Barclays starts at Overweight,positive,positive
Building permits rise to highest level since 2017,positive,positive
Owens Corning upgraded at Wells after raising residential insulation prices,positive,positive
$TAK: Takeda Pharma presents long-term data for ALUNBRIG; demonstrates continued Superiority after two years ,positive,positive
"$T (+3.6% pre) AT&T adds $5.5 billion term loan to already 'strong' cash position, expects to keep paying dividend… ",positive,positive
Nasdaq hits record at closing bell as investors digest  phase onetrade deal,positive,positive
Central Bank of Philippines : Inflation Eases Further to 2.5 Percent in March #CentralBankofPhilippines #economy… ,positive,positive
$RADA - RADA Electronic announces $12.5M in new orders ,positive,positive
History suggests there's a good chance gold will bounce back strongly after this month's pummeling ,positive,positive
JPMorgan out bullish on Uber's upside potential,positive,positive
How Nordstrom Is Benefiting From Direct-to-Consumer Brands,positive,positive
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,positive,positive
Airline stocks are higher amid some positive signs within the fight against the coronavirus pandemic ,positive,positive
$KHC (+4.2% pre) Kraft Heinz stock rises on expected first-quarter sales gain - MW,positive,positive
$VOYA - Voya Financial EPS beats by $0.04 ,positive,positive
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,positive,positive
Equity Lifestyle Properties upgraded to outperform at BMO Capital,positive,positive
$HSC - Harsco Q1 adjusted EBITDA to be above expectations ,positive,positive
Westlake Chemical stock price target raised to $65 vs. $64 at BofA Merrill Lynch,positive,positive
EUR/USD Price Forecast – Euro Grind Higher,positive,positive
Tech stocks led all three major U.S. stock averages marginally into the black following upbeat statements on the U.… ,positive,positive
Investment in Canada's oil-sands is forecast to grow for the first time since prices crashed in 2014 ,positive,positive
"JUST IN: For the first time since January, orders for Boeing’s troubled 737 Max airplanes incrementally rose last m… ",positive,positive
$POIA this is a great PR. I would not be surprised seeing this stock trading above $2 in after-hours.,positive,positive
"U.S. interest lifts shares in Huawei rivals Ericsson, Nokia",positive,positive
ScalpTrader's recent monster Preferred plays $DCPprB $NGLSprA $TWOprB took off for an average gain of +105% overnig… ,positive,positive
GlobalData : Global sales of psychiatric drugs could reach more than $40bn by 2025 due to ... #GlobalData #Stock… ,positive,positive
$SGBX holding overnight.....  its a matter of time here... Chart looks perfect.,positive,positive
"Most-active gold futures jumped 6.6% to $1,671.20 a troy ounce in New York. Silver, platinum and palladium all rose… ",positive,positive
"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",positive,positive
BJ's Wholesale Q3 EPS 40 cents vs. 39 cents a year ago,positive,positive
"January jobs report: Economy adds 225,000 payrolls, unemployment rate ticks up to 3.6%",positive,positive
"Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.",positive,positive
Markel Corporation Beat Analyst Estimates: See What The Consensus Is Forecasting For Next Year,positive,positive
AM Best Revises Outlooks to Positive for Pacífico Compañía de Seguros y Reaseguros S.A.  ,positive,positive
New York Times Q4 revenue $508.4 mln vs. $502.7 mln; FactSet consensus $502 mln,positive,positive
$BHE: Lake Street starts at Buy,positive,positive
$CMTL - Comtech +18.5% after $9M Army order ,positive,positive
Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,positive,positive
$SFIX Bullish options flow and a nice setup. Breakout watch over 24.45 ,positive,positive
$DE - Citi gives big boost to Deere PT ,positive,positive
Positive analyst commentary lifts NVIDIA to fresh 2019 high (NVDA)  $nvda,positive,negative
"VKTX, JKS among premarket gainer",positive,positive
"$RE - Everest Re Group EPS beats by $0.62, beats on revenue ",positive,positive
Williams Cos. initiated as buy with $27 price target at SunTrust Robinson Humphrey,positive,positive
"Dow up 25 points, or 0.1%; Nasdaq up 22 points, or 0.3%",positive,positive
"$OLLI - Ollie's Bargain Outlet EPS beats by $0.03, beats on revenue ",positive,positive
World Bank's Malpass upbeat on prospects for progress on debt relief #economy #MarketScreener… ,positive,positive
Business activity in France picked up slightly this month as the euro zone’s second-biggest economy battles to keep… ,positive,positive
"$SSL $CHMI $CANF - RTX, SKT among premarket gainers ",positive,positive
Stock-index futures point slightly higher amid positive trade developments ,positive,positive
$NVTA - Invitae launches enhanced telemedicine; shares up 6% premarket ,positive,positive
Why Has Cree’s Revenue Jumped 40% In The Past 2 Years?,positive,positive
History suggests there's a good chance gold will bounce back strongly after this month's pummeling ,positive,positive
$XLK $ON $KLAC - Semis gain on signs of resilience ,positive,positive
"Tesla $TSLA with 1400 January 2022 $1280 calls bought to open $33.50 to $36 for around $5MAnd with that, I am off... ",positive,positive
$DVA - DaVita Q4 earnings up 51%; shares up 4% after hours ,positive,positive
Analysts positive on New Relic's investor event,positive,positive
Q4 sales of Alnylam's Onpattro up 361%,positive,positive
Fortune Brands Home & Security (NYSE:FBHS) Shareholders Booked A 47% Gain In The Last Year,positive,positive
$SOLO could fuel shares of $WKHS,positive,positive
Fortinet +2% after investor day guidance,positive,positive
Hecla's Fourth Quarter Continues a Strong Second Half Of 2019,positive,positive
$SCANX: Stocks/ETFs that traded to new 52 week highs/lows this session - New highs (116) outpacing new lows (12) ,positive,positive
$QTRH - WiLAN signs wireless license with LG; shares +7% PM ,positive,positive
"Twitter Beats Revenue, User Growth Estimates in Fourth Quarter",positive,positive
Global Logistics Company Agility Reports Over $1.32 Billion Third Quarter Revenues,positive,positive
Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates,positive,positive
Curaleaf Q3 top line up 27%; non-GAAP EBITDA up 169%,positive,positive
"Intelsat's stock bounces 6.6% premarket, after plummeting 55% over the past 2 days to 19-mo. low",positive,negative
"Edgewell's stock rockets after calling off Harry's merger deal, upbeat earnings",positive,positive
"Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income",positive,positive
Hong Kong Stocks Nearly Recover Post-Holiday Losses With Rally,positive,positive
Hedge Funds Have Never Been This Bullish On Trecora Resources (TREC),positive,positive
Why Credit Suisse Sees the S&P 500 Gaining 10% in 2020,positive,positive
Why NIO Hasn’t Fallen Totally Off the Cliff,positive,positive
"Stocks edge higher, but S&P 500 ends six-week streak of weekly gains ",positive,negative
RCI Hospitality +6.6% after $10M buyback boost,positive,positive
"The Zynga (NASDAQ:ZNGA) Share Price Has Gained 200%, So Why Not Pay It Some Attention?",positive,positive
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability ,positive,positive
Wayfair shares surge 37% as coronavirus drives sales of office furniture and home decor ,positive,positive
$NVDA - Nvidia set for gaming tailwinds - BofA ,positive,positive
$AES - AES Is A Soft Buy. Subscribe to Seeking Alpha for more:  #business #economy #stockmarket,positive,positive
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,positive,positive
"$KMPR - Kemper EPS beats by $0.04, beats on revenue ",positive,positive
Gold futures gain 1.1% for the week,positive,positive
Why Pinterest Stock Just Popped 12.5%,positive,positive
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,positive,positive
$CAL $TPR $FL - Comeback bid for apparel ,positive,positive
GBP/JPY Price Forecast – British Pound Gaps Higher After Election Results,positive,positive
Revance files U.S. application for frown line treatment; shares up 3% premarket,positive,positive
$ENR - Energizer shakes off JPMorgan's bear call ,positive,positive
"$APRN (+7.7% pre) D. E. Shaw & Co., INC. Shows 5.2% Stake in Blue Apron - SI",positive,positive
$COMDX: Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week ,positive,positive
Shares of SoftBank-backed OneConnect rise 5% in U.S. market debut,positive,positive
Hedge Funds Have Never Been This Bullish On North American Construction Group Ltd. (NOA),positive,positive
Vivus shares rise on bulimia data for Qsymia,positive,positive
$CAMT - Camtek surge 8% as Q1 shipments in-line with guidance ,positive,positive
Athenex up 28% on expected positive data on oral paclitaxel,positive,positive
Swedish gearmaker Ericsson expects 2.6 billion 5G subscriptions by end of 2025  ,positive,positive
Economic volatility is at a record low: Morning Brief,positive,positive
$DDS $M $KSS - Department store stocks bounce off lows ,positive,positive
"All major indexes finished the day in the green, as the number of new coronavirus cases in the U.S. appeared to slo… ",positive,positive
Another new Stock Market Record. Enjoy!,positive,positive
$TOPS (+33.3% pre) Form SC 13G TOP SHIPS INC. Filed by: MORGAN STANLEY $MS,positive,positive
$RETA 510 Mar $220 calls look to be closing late,positive,positive
"Small Business Roundtable with President Trump: Regulatory Relief is Boosting Revenues, Job Growth and Entrepreneur… ",positive,positive
RECAP 11/22 Unusual Calls:$CY Jan 20 C$CRON Jan 11 C$DLPH Mar 12.5 C$UBER Dec 27 C$ALLY Dec 32 C$GME Jan 37 C… ,positive,positive
RingCentral (RNG) Q4 Earnings and Revenues Beat Estimates,positive,positive
Target has morphed into a model for how to avoid the retail apocalypse ,positive,positive
